element,id,railway,crossing:barrier,crossing,geometry,contact:phone,contact:website,internet_access,light_rail,name,network,network:short,note,official_name,operator,public_transport,railway:ref,railway:station_category,station,uic_ref,wheelchair,wikidata,wikipedia
node,10737988486,crossing,full,,POINT (13.2884603 52.590102),,,,,,,,,,,,,,,,,,
node,10737988487,crossing,full,,POINT (13.2883759 52.5900937),,,,,,,,,,,,,,,,,,
node,10737988492,crossing,full,,POINT (13.2883453 52.5902539),,,,,,,,,,,,,,,,,,
node,10737988493,crossing,full,,POINT (13.2882756 52.5902387),,,,,,,,,,,,,,,,,,
node,10797105551,crossing,no,,POINT (13.4219552 52.4314983),,,,,,,,,,,,,,,,,,
node,10848418579,crossing,,unmarked,POINT (13.4569034 52.5609752),,,,,,,,,,,,,,,,,,
node,10916595395,crossing,no,,POINT (13.4307588 52.4285181),,,,,,,,,,,,,,,,,,
node,10916595396,crossing,no,,POINT (13.4308199 52.428333),,,,,,,,,,,,,,,,,,
node,10920106856,crossing,no,,POINT (13.4498361 52.5012611),,,,,,,,,,,,,,,,,,
node,10920106857,crossing,no,,POINT (13.4498316 52.5012546),,,,,,,,,,,,,,,,,,
node,10920106858,crossing,no,,POINT (13.4498109 52.5012263),,,,,,,,,,,,,,,,,,
node,10920106859,crossing,no,,POINT (13.4497019 52.5012768),,,,,,,,,,,,,,,,,,
node,11061744803,crossing,,,POINT (13.4632536 52.4213316),,,,,,,,,,,,,,,,,,
node,11097832961,crossing,no,,POINT (13.4347033 52.4383777),,,,,,,,,,,,,,,,,,
node,11097943602,crossing,no,,POINT (13.4347266 52.4383508),,,,,,,,,,,,,,,,,,
node,11148294040,crossing,no,,POINT (13.457146 52.4225433),,,,,,,,,,,,,,,,,,
node,11148294041,crossing,no,,POINT (13.4573854 52.4224866),,,,,,,,,,,,,,,,,,
node,11163514830,crossing,,unmarked,POINT (13.4574106 52.5609885),,,,,,,,,,,,,,,,,,
node,11261290419,crossing,no,,POINT (13.2749814 52.4110175),,,,,,,,,,,,,,,,,,
node,11261290420,crossing,no,,POINT (13.2751087 52.410936),,,,,,,,,,,,,,,,,,
node,11296153503,crossing,double_half,,POINT (13.5344873 52.4518362),,,,,,,,,,,,,,,,,,
node,11374421944,crossing,full,,POINT (13.5528029 52.4697255),,,,,,,,,,,,,,,,,,
node,11374421945,crossing,full,,POINT (13.5527309 52.4697378),,,,,,,,,,,,,,,,,,
node,11378512517,crossing,,,POINT (13.2053835 52.5677185),,,,,,,,,,,,,,,,,,
node,11535316681,crossing,,,POINT (13.3589452 52.457126),,,,,,,,,,,,,,,,,,
node,11563736805,crossing,no,,POINT (13.4613593 52.4215587),,,,,,,,,,,,,,,,,,
node,11711454080,crossing,,,POINT (13.3156745 52.5971407),,,,,,,,,,,,,,,,,,
node,11834820225,crossing,,,POINT (13.3848667 52.4551193),,,,,,,,,,,,,,,,,,
node,11834820226,crossing,,,POINT (13.3870771 52.4556713),,,,,,,,,,,,,,,,,,
node,11871364199,crossing,,,POINT (13.2795096 52.4322752),,,,,,,,,,,,,,,,,,
node,11936744273,crossing,no,,POINT (13.3155148 52.584726),,,,,,,,,,,,,,,,,,
node,11936744274,crossing,no,,POINT (13.3149325 52.5840491),,,,,,,,,,,,,,,,,,
node,11936744275,crossing,no,,POINT (13.3149585 52.5840793),,,,,,,,,,,,,,,,,,
node,11936744276,crossing,no,,POINT (13.3152248 52.5843889),,,,,,,,,,,,,,,,,,
node,11936744277,crossing,no,,POINT (13.3139289 52.582816),,,,,,,,,,,,,,,,,,
node,11936744278,crossing,,,POINT (13.3132987 52.5821138),,,,,,,,,,,,,,,,,,
node,11936744279,crossing,no,,POINT (13.3148069 52.5839973),,,,,,,,,,,,,,,,,,
node,11936744280,crossing,no,,POINT (13.3146807 52.5840385),,,,,,,,,,,,,,,,,,
node,11936744281,crossing,no,,POINT (13.3145896 52.5840683),,,,,,,,,,,,,,,,,,
node,11966351281,crossing,,,POINT (13.4750073 52.5152372),,,,,,,,,,,,,,,,,,
node,11966351282,crossing,,,POINT (13.4749747 52.515232),,,,,,,,,,,,,,,,,,
node,12044199701,crossing,,,POINT (13.4971427 52.4309147),,,,,,,,,,,,,,,,,,
node,12044199715,crossing,,,POINT (13.5060896 52.4268987),,,,,,,,,,,,,,,,,,
node,12265455786,crossing,,,POINT (13.4967328 52.5217147),,,,,,,,,,,,,,,,,,
node,12292198153,crossing,no,,POINT (13.4308433 52.4283322),,,,,,,,,,,,,,,,,,
node,12314236464,crossing,no,,POINT (13.4856013 52.4242454),,,,,,,,,,,,,,,,,,
node,12314236468,crossing,no,,POINT (13.4853482 52.4240488),,,,,,,,,,,,,,,,,,
node,12473491686,crossing,,,POINT (13.3282756 52.5994621),,,,,,,,,,,,,,,,,,
node,12526685008,crossing,,,POINT (13.5744064 52.448778),,,,,,,,,,,,,,,,,,
node,12526685011,crossing,,,POINT (13.5769302 52.4455339),,,,,,,,,,,,,,,,,,
node,21385751,halt,,,POINT (13.4648885 52.5237432),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/storkower-strasse/142,no,yes,Storkower Straße,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Storkower Straße,DB Netz AG,station,BSTO,4.0,light_rail,8089041.0,yes,Q800512,de:Bahnhof Berlin Storkower Straße
node,21487225,halt,,,POINT (13.4194925 52.5142146),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/jannowitzbruecke/84,,yes,Jannowitzbrücke,Verkehrsverbund Berlin-Brandenburg,VBB,"mangels Weichen ist das ein Haltepunkt, kein Bahnhof",Berlin Jannowitzbrücke,DB Netz AG,station,BJB,4.0,light_rail,8089019.0,yes,Q1647893,de:Bahnhof Berlin Jannowitzbrücke
node,26904717,halt,,,POINT (13.2598587 52.5078537),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/heerstrasse/70,,yes,Heerstraße,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Heerstraße,DB Netz AG,station,BHST,5.0,light_rail,8089329.0,yes,Q800502,de:Bahnhof Berlin Heerstraße
node,26969275,halt,,,POINT (13.3002415 52.488627),+49 30 29743333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/hohenzollerndamm/80,,yes,Hohenzollerndamm,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen ist das nur ein Haltepunkt!,Berlin Hohenzollerndamm,DB Netz AG,station,BHO,4.0,light_rail,8089108.0,yes,Q800503,de:Bahnhof Berlin Hohenzollerndamm
node,27528155,halt,,,POINT (13.3480704 52.519985),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/bellevue/32,,yes,Bellevue,Verkehrsverbund Berlin-Brandenburg,VBB,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin Bellevue,DB Netz AG,station,BBEV,4.0,light_rail,8089005.0,yes,Q374018,de:Bahnhof Berlin Bellevue
node,29030440,halt,,,POINT (13.2702326 52.4986377),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/messe-sued-eichkamp/51,,yes,Messe Süd (Eichkamp),Verkehrsverbund Berlin-Brandenburg,VBB,"ohne Weichen, als nur Haltepunkt, kein Bahnhof (railway=halt)",Berlin Messe Süd,DB Netz AG,station,BMS,5.0,light_rail,8089328.0,yes,Q800504,de:Bahnhof Berlin Messe Süd
node,29807251,halt,,,POINT (13.520088 52.5141126),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/friedrichsfelde-ost/57,no,yes,Friedrichsfelde Ost,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Friedrichsfelde Ost,DB Netz AG,station,BFFO,4.0,light_rail,8089059.0,yes,Q800473,de:Bahnhof Berlin-Friedrichsfelde Ost
node,29858001,halt,,,POINT (13.5355776 52.5358712),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/poelchaustrasse/123,,yes,Poelchaustraße,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Poelchaustraße,DB Netz AG,station,BPOE,5.0,light_rail,8089031.0,yes,Q2180548,en:Berlin Poelchaustraße station
node,29858158,halt,,,POINT (13.5475595 52.5507334),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/raoul-wallenberg-strasse/128,,yes,Raoul-Wallenberg-Straße,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Raoul-Wallenberg-Straße,DB Netz AG,station,BRW,5.0,light_rail,8089035.0,yes,Q2150651,de:Bahnhof Berlin Raoul-Wallenberg-Straße
node,29858448,halt,,,POINT (13.5535509 52.557608),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/mehrower-allee/104,,yes,Mehrower Allee,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Mehrower Allee,DB Netz AG;DB Station&Service AG,station,BMEA,5.0,light_rail,8089022.0,yes,Q1973570,de:Bahnhof Berlin Mehrower Allee
node,29919745,halt,,,POINT (13.6031386 52.4579033),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/hirschgarten/77,no,yes,Hirschgarten,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Hirschgarten,DB Netz AG,station,BHI,5.0,light_rail,8089065.0,no,Q4892435,de:Bahnhof Berlin-Hirschgarten
node,29921519,halt,,,POINT (13.5615738 52.4468976),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/spindlersfeld/140,,yes,Spindlersfeld,Verkehrsverbund Berlin-Brandenburg,VBB,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin-Spindlersfeld,DB Netz AG,station,BSPF,5.0,light_rail,8089088.0,yes,Q4892371,
node,30217208,halt,,,POINT (13.4110794 52.5214574),,,wlan,,Berlin Alexanderplatz,Verkehrsverbund Berlin-Brandenburg,,"Berlin Alexanderplatz (Fernbahngleise) ist von der S-Bahn-Station unabhängig und nur ein Haltepunkt, da es keine einzige Weiche gibt.",,DB Netz AG,station,BALE,3.0,,8089001.0,yes,Q698497,de:Bahnhof Berlin Alexanderplatz
node,30353086,halt,,,POINT (13.3818418 52.5164415),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/brandenburger-tor/153,,yes,Brandenburger Tor,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Brandenburger Tor,DB Netz AG,station,BTOR,4.0,light_rail,8089044.0,no,Q477185,de:Bahnhof Berlin Brandenburger Tor
node,34666754,halt,,,POINT (13.2839193 52.5007919),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/westkreuz/159,,yes,Westkreuz,Verkehrsverbund Berlin-Brandenburg,VBB,Für den Personenverkehr benutzt die Bahn in der Regel das Kürzel BWKR und nicht BWKRR oder BWKR.,Berlin Westkreuz (Ringbahn),DB Netz AG,station,BWKRR,3.0,light_rail,8089047.0,yes,Q678125,de:Bahnhof Berlin Westkreuz
node,111541810,halt,,,POINT (13.3611679 52.4865053),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/julius-leber-bruecke/183,,yes,Julius-Leber-Brücke,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Julius-Leber-Brücke SB,DB Netz AG,station,BJLB,5.0,light_rail,8089537.0,yes,Q319809,de:Bahnhof Berlin Julius-Leber-Brücke
node,143788468,halt,,,POINT (13.1292803 52.5493097),,,,,Albrechtshof,,,"Das ist ein Haltepunkt, kein Bahnhof, da keine Weichen vorhanden. Siehe auch § 4 Abs. 2 EBO.",Berlin-Albrechtshof,DB Netz AG,station,BAS,5.0,,8080040.0,yes,Q800470,de:Bahnhof Berlin-Albrechtshof
node,257981401,halt,,,POINT (13.4745707 52.5149375),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/frankfurter-allee/55,no,yes,Frankfurter Allee,Verkehrsverbund Berlin-Brandenburg,VBB,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin Frankfurter Allee S-Bahn,DB Netz AG,station,BFA,4.0,light_rail,8089013.0,yes,Q552872,de:Bahnhof Berlin Frankfurter Allee
node,268680429,halt,,,POINT (13.2460234 52.6129169),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/schulzendorf-b-tegel/137,,yes,Schulzendorf (b Tegel),Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Schulzendorf,DB Netz AG,station,BSZF,5.0,light_rail,8089000.0,yes,Q800487,de:Bahnhof Berlin-Schulzendorf
node,276690989,halt,,,POINT (13.4121868 52.4323099),,,,,Rosengarten,,,,,,station,,,miniature,,limited,,
node,276691070,halt,,,POINT (13.4216389 52.4289143),,,,,Heidehof,,,,,,station,,,miniature,,limited,,
node,348077013,halt,,,POINT (13.3114364 52.4802953),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/heidelberger-platz/72,,yes,Heidelberger Platz,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen ist das nur ein Haltepunkt!,Berlin Heidelberger Platz,DB Netz AG,station,BHEI,4.0,light_rail,8089112.0,yes,Q302810,de:Bahnhof Berlin Heidelberger Platz
node,429354074,halt,,,POINT (13.5419036 52.3992998),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/gruenbergallee/66,,yes,Grünbergallee,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Grünbergallee,DB Station&Service AG,station,BGBA,5.0,light_rail,8089016.0,yes,Q5612896,de:Bahnhof Berlin Grünbergallee
node,523959557,halt,,,POINT (13.4977302 52.4938868),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/betriebsbf-rummelsburg/36,,yes,Betriebsbahnhof Rummelsburg,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Rummelsburg Betriebsbahnhof,DB Netz AG,station,BRB,4.0,light_rail,8089006.0,yes,Q829009,de:Bahnhof Berlin-Rummelsburg (Betriebsbahnhof)
node,538255546,halt,,,POINT (13.5122261 52.5661794),,,,,Berlin-Hohenschönhausen,,,,,DB Netz AG,station,BHSH,3.0,,,yes,Q800477,de:Bahnhof Berlin-Hohenschönhausen
node,601524061,halt,,,POINT (13.2996666 52.5302785),,,,,Berlin Jungfernheide,,,"Berlin Jungfernheide (Fernbahn) ist nur ein Haltepunkt, die Weichen gehören in östlicher Richtung bilden einen eigenständigen Betriebsbahnhof (siehe Signale)",Berlin Jungfernheide,DB InfraGO AG,station,BJUF,4.0,,,,Q567079,de:Bahnhof Berlin Jungfernheide
node,610324733,halt,,,POINT (13.3190659 52.5051746),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/savignyplatz/131,,yes,Savignyplatz,Verkehrsverbund Berlin-Brandenburg,VBB,"Haltepunkt, das der westliche Gleiswechel schon zum Bahnhof Charlottenburg gehört.",Berlin Savignyplatz,DB Netz AG;DB Station&Service AG,station,BSAP,4.0,light_rail,8089037.0,yes,Q554382,de:Bahnhof Berlin Savignyplatz
node,670704963,halt,,,POINT (13.3415409 52.4781074),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/innsbrucker-platz/83,,yes,Innsbrucker Platz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Innsbrucker Platz,DB Netz AG;DB Station&Service AG,station,BIP,4.0,light_rail,8089106.0,yes,Q3799011,de:Bahnhof Berlin Innsbrucker Platz
node,1127967053,halt,,,POINT (13.4295093 52.5780653),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/pankow-heinersdorf/118,,yes,Pankow-Heinersdorf,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Pankow-Heinersdorf,DB Netz AG,station,BPHD,5.0,light_rail,8089081.0,yes,Q4892366,de:Bahnhof Berlin-Pankow-Heinersdorf
node,1132192014,halt,,,POINT (13.1931603 52.432055),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/nikolassee/3,,yes,Nikolassee,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Nikolassee (Stadtbahn),DB Netz AG,station,BNIS,4.0,light_rail,8089078.0,yes,Q637052,de:Bahnhof Berlin-Nikolassee
node,1832746710,halt,,,POINT (13.4142029 52.4353786),,,,,Festplatz,,,,,,station,,,miniature,,limited,,
node,2432622497,halt,,,POINT (13.2834702 52.5077057),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/messe-nord-icc/164,,yes,Messe Nord/ZOB,Verkehrsverbund Berlin-Brandenburg,VBB,halt statt station da keine Gleise im Stationsbereich,Berlin Messe Nord/ICC,DB Netz AG,station,BMN,4.0,light_rail,8089110.0,yes,Q321266,de:Bahnhof Berlin Messe Nord/ICC
node,2465354489,halt,,,POINT (13.2742012 52.4364399),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/sundgauer-strasse/7,,yes,Sundgauer Straße,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Sundgauer Straße,DB Station&Service AG,station,BSDG,5.0,light_rail,8089042.0,yes,Q800513,de:Bahnhof Berlin Sundgauer Straße
node,2468796165,halt,,,POINT (13.2332397 52.4367661),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/mexikoplatz/5,,yes,Mexikoplatz,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Mexikoplatz,DB Netz AG,station,BMEX,4.0,light_rail,8089023.0,yes,Q315891,de:Bahnhof Berlin Mexikoplatz
node,2567991413,halt,,,POINT (13.3794684 52.5449517),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/humboldthain/82,,yes,Humboldthain,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Humboldthain,DB Netz AG,station,BHUM,4.0,light_rail,8089018.0,yes,Q481276,de:Bahnhof Berlin Humboldthain
node,2568014740,halt,,,POINT (13.3291747 52.578019),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/karl-bonhoeffer-nervenklinik/86,,yes,Karl-Bonhoeffer-Nervenklinik,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Karl-Bonhoeffer-Nervenklinik,DB Netz AG,station,BKBO,6.0,light_rail,8089102.0,yes,Q475553,de:Bahnhof Berlin Karl-Bonhoeffer-Nervenklinik
node,2568016351,halt,,,POINT (13.3166204 52.5776294),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/eichborndamm/50,,yes,Eichborndamm,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Eichborndamm,DB Netz AG,station,BEBD,5.0,light_rail,8089101.0,yes,Q800500,de:Bahnhof Berlin Eichborndamm
node,2622289345,halt,,,POINT (13.3288225 52.429637),,,,,Berlin-Lichterfelde Ost,,,,,DB Netz AG,station,BLIH,3.0,,,yes,Q469743,de:Bahnhof Berlin-Lichterfelde Ost
node,2625828055,halt,,,POINT (13.3420633 52.4387852),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lankwitz/94,,yes,Lankwitz,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Lankwitz,DB Netz AG,station,BLAK,6.0,light_rail,8089114.0,yes,Q800481,de:Bahnhof Berlin-Lankwitz
node,2808666091,halt,,,POINT (13.2935862 52.4433056),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/lichterfelde-west/8,,yes,Lichterfelde West,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin-Lichterfelde West S-Bahn,DB Station&Service AG,station,BLWE,4.0,light_rail,8089071.0,yes,Q800483,de:Bahnhof Berlin-Lichterfelde West
node,3092387751,halt,,,POINT (13.3075189 52.6174544),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/hermsdorf/76,,yes,Hermsdorf,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Hermsdorf,DB Netz AG,station,BHED,4.0,light_rail,8089064.0,limited,Q263189,de:Bahnhof Berlin-Hermsdorf
node,3092585150,halt,,,POINT (13.3342591 52.597052),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/wittenau/163,,yes,Wittenau,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin-Wittenau (Wilhelmsruher Damm),DB Netz AG,station,BWIN,4.0,light_rail,8089096.0,yes,Q175212,de:Bahnhof Berlin-Wittenau (Wilhelmsruher Damm)
node,3093801263,halt,,,POINT (13.3622403 52.5816944),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/wilhelmsruh/162,,yes,Wilhelmsruh,Verkehrsverbund Berlin-Brandenburg,VBB,"Mangels Weichen in der Nähe dieser Station handelt es sich um einen Haltepunkt, nicht um einen Bahnhof!",Berlin-Wilhelmsruh,DB Netz AG,station,BWM,4.0,light_rail,8089095.0,yes,Q800495,de:Bahnhof Berlin-Wilhelmsruh
node,3140154697,halt,,,POINT (13.5235435 52.4469899),,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/betriebsbf-schoeneweide/37,,yes,Johannisthal,,,,,,station,BSCF,4.0,light_rail,8089007.0,yes,Q4526101,
node,3154211735,halt,,,POINT (13.4259805 52.5447901),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/prenzlauer-allee/125,,yes,Prenzlauer Allee,Verkehrsverbund Berlin-Brandenburg,VBB,mangels Weichen nur ein Haltepunkt,Berlin Prenzlauer Allee,DB Station&Service AG,station,BPLA,4.0,light_rail,8089033.0,yes,Q32661483,de:Bahnhof Berlin Prenzlauer Allee
node,3493177833,halt,,,POINT (13.3759366 52.5092044),,,,,Berlin Potsdamer Platz,Verkehrsverbund Berlin-Brandenburg,,Diese Station ist betrieblich ein Haltepunkt (railway=halt) und verfügt auch über keine Weichen,Berlin Potsdamer Platz,DB Station&Service AG,station,BPOF,2.0,,8011118.0,yes,Q672579,de:Bahnhof Berlin Potsdamer Platz
node,3508654674,halt,,,POINT (13.5415575 52.434735),,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/adlershof/24,,yes,Adlershof,Verkehrsverbund Berlin-Brandenburg,VBB,"Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt. Operator auf DB S&S geändert da denen die 3S-Nummer gehört und der Bahnhof bei bahnhof.de und in den Open-Data gelistet ist,",Berlin-Adlershof,DB Netz AG;DB Station&Service AG,station,BADL,4.0,light_rail,8089052.0,limited,Q323551,de:Bahnhof Berlin-Adlershof
node,3515302613,halt,,,POINT (13.4679658 52.4696457),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/koellnische-heide/171,,yes,Köllnische Heide,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Köllnische Heide,DB Station&Service AG,station,BKHD,5.0,light_rail,8089104.0,yes,Q800505,de:Bahnhof Berlin Köllnische Heide
node,3515302615,halt,,,POINT (13.538075 52.4524146),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/oberspree/110,,yes,Oberspree,,,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin Oberspree,,station,BOSP,6.0,light_rail,,,Q15192700,
node,3515302616,halt,,,POINT (13.4732395 52.4785887),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/plaenterwald/122,,yes,Plänterwald,Verkehrsverbund Berlin-Brandenburg,VBB,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin Plänterwald,DB Station&Service AG,station,BPWA,4.0,light_rail,8089030.0,yes,Q7205917,de:Bahnhof Berlin-Plänterwald
node,3515302617,halt,,,POINT (13.4556896 52.4729807),,https://sbahn.berlin/fahren/bahnhofsuebersicht/sonnenallee/,,yes,Sonnenallee,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Sonnenallee,DB Station&Service AG,station,BSO,4.0,light_rail,8089327.0,yes,Q481364,de:Bahnhof Berlin Sonnenallee
node,3856100106,halt,,,POINT (13.3693321 52.5251951),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/hauptbahnhof/96,,yes,Hauptbahnhof,Verkehrsverbund Berlin-Brandenburg,VBB,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin Hauptbahnhof - Lehrter Bf S-Bahn,DB Station&Service AG,station,BHBF,1.0,light_rail,8011160.0,yes,Q1097,de:Berlin Hauptbahnhof
node,3867910430,halt,,,POINT (13.4023418 52.5226808),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/hackescher-markt/68,,yes,Hackescher Markt,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Hackescher Markt,DB Netz AG,station,BHKM,4.0,light_rail,8089017.0,yes,Q689312,de:Bahnhof Berlin Hackescher Markt
node,3899306096,halt,,,POINT (13.3721534 52.4920684),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/yorckstrasse/14,,yes,Yorckstraße,Verkehrsverbund Berlin-Brandenburg,VBB,"Yorckstraße ist ein Haltepunkt, es gibt dort keine einzige Weiche!",Berlin Yorckstraße,DB Station&Service AG,station,BYOR,5.0,light_rail,8089050.0,no,Q543907,de:Bahnhof Berlin Yorckstraße
node,3998913024,halt,,,POINT (13.5558463 52.5130873),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/biesdorf/39,no,yes,Biesdorf,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin-Biesdorf,DB Netz AG,station,BBDF,4.0,light_rail,8089055.0,yes,Q4892357,de:Bahnhof Berlin-Biesdorf
node,4010887467,halt,,,POINT (13.3142499 52.4188742),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/osdorfer-strasse/114,,yes,Osdorfer Straße,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Osdorfer Straße,DB Station&Service AG,station,BOSS,5.0,light_rail,8089473.0,yes,Q7106446,de:Bahnhof Berlin Osdorfer Straße
node,4012502920,halt,,,POINT (13.7223287 52.4384919),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/wilhelmshagen/161,,yes,Wilhelmshagen,Verkehrsverbund Berlin-Brandenburg,VBB,Die S-Bahn-Station hat keine Weichen und ist daher ein Haltepunkt.,Berlin-Wilhelmshagen,DB Netz AG,station,BWIG,5.0,light_rail,8089094.0,no,Q800494,de:Bahnhof Berlin-Wilhelmshagen
node,4644994620,halt,,,POINT (13.299269 52.5304034),+49 30 297 43333,http://www.s-bahn-berlin.de/fahrplanundnetz/bahnhof/jungfernheide/85,,yes,Jungfernheide,Verkehrsverbund Berlin-Brandenburg,VBB,,Berlin Jungfernheide,DB Netz AG,station,BJUN,4.0,light_rail,8089100.0,yes,Q567079,de:Bahnhof Berlin Jungfernheide
